gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
3427731463																										150E724A28C846FB82647BEB17478BA0																														90	180		UCB	LY			PreservedSpecimen				150E724A28C846FB82647BEB17478BA0	LY0340199																	Herbier Roland Bonaparte															95218351774048D886A20A666FDE1B8D																																																																																																		Lasthenia californica												Asteraceae		Lasthenia				californica					DC. ex Lindl.					
3427706263																										062EE4D414034BD181F246E982223645																														90	180		UCB	LY			PreservedSpecimen				062EE4D414034BD181F246E982223645	LY0340200																	Herbier Roland Bonaparte															BA0D3B4A795044C792391DBD0743FB6E																																																																																																		Lasthenia californica												Asteraceae		Lasthenia				californica					DC. ex Lindl.					
3427589706																										402D2CD6D6A948699FEA181EB7DE78C1																														105	179		VTA	VTA			PreservedSpecimen				402D2CD6D6A948699FEA181EB7DE78C1	VTA078019																	Herbier de Gustave THURET															3C43521B5CEA49C18343E05B2F6BF109																																																																																																		Baeria chrysostoma												Asteraceae		Baeria				chrysostoma					Fisch. & C.A.Mey.					
3427581041																										E45B3CB414B84FE1876B934E67914420																														105	179		VTA	VTA			PreservedSpecimen				E45B3CB414B84FE1876B934E67914420	VTA078022																	Herbier de Gustave THURET															23750F72009B441198ED9D42DA06000E																																																																																																		Baeria chrysostoma												Asteraceae		Baeria				chrysostoma					Fisch. & C.A.Mey.					
3427579565																										57E75FC64458420FA9E27FABB3D15564																														105	179		VTA	VTA			PreservedSpecimen				57E75FC64458420FA9E27FABB3D15564	VTA078018																	Herbier de Gustave THURET															BBB62F430E214CAEB88C46DB88FA9816																																																																																																		Baeria chrysostoma												Asteraceae		Baeria				chrysostoma					Fisch. & C.A.Mey.					
3425160333																										5216053													2021-12-15 18:24:31			https://cch2.org/portal/collections/individual/index.php?occid=5216053															3818d95b-b6a4-11e8-b408-001a64db2964		OBI				PreservedSpecimen				208bccff-96b2-45f4-aa60-22a8c532a92e	OBI149635	122	D. J. Norman							Flowering																										1968-04-28		119		1968	4	28	4/28/68	Growing in dry meadow in Chaparral area near roadside.														United States		California	Monterey		Hanging Valley		1250		4100 ft									36.1659	-121.4949	WGS84	800											C. Hauser			GoogleMaps	Point at center of Hanging Valley.																							David J. Keil		2021				206958								Lasthenia californica subsp. californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia|Lasthenia californica	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica	californica		Subspecies	subsp.	Lindl.					
3425154043																										5211411													2022-01-12 09:43:18			https://cch2.org/portal/collections/individual/index.php?occid=5211411															a70436a2-dfaa-482e-88e0-5193a66b0bfc		LA				PreservedSpecimen				71dc7fed-8bef-4797-82ef-6413b1fe5f95	LA00638326	s.n.	Elwood Fordham																					LA213022												1951-03-18							18 March 1951															United States		California	Los Angeles		"Santa Monica Mountains; Topanga, Open Field ""92 Acres"", Trippet Property"		335		1100ft																																																		Taxonomic Update		2021-10-12				204537								Lasthenia californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			Species							
3425154040																										5211402													2021-12-16 00:19:12			https://cch2.org/portal/collections/individual/index.php?occid=5211402															a70436a2-dfaa-482e-88e0-5193a66b0bfc		LA				PreservedSpecimen				3eac1e7f-5d46-4edb-b0a4-38e5607e70ac	LA00638328	1888	Henry J. Thompson																					LA51477												1959-03-27							27 March 1959	Sandy soil at base of sandstone outcrop, in chaparral.														United States		California	Los Angeles		Santa Monica Mountains; Saddle Peak; 0.5 mile east of peak		701		2300ft									34.077738	-118.647368	NAD 1927	150			11 348000E 3772000N										USGS Topos																									Taxonomic Update		2021-10-12	TJM2			204537								Lasthenia californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			Species							
3425154039																										5211404													2021-12-16 00:21:07			https://cch2.org/portal/collections/individual/index.php?occid=5211404															a70436a2-dfaa-482e-88e0-5193a66b0bfc		LA				PreservedSpecimen				5def2e41-1304-426a-95f9-aef264337a43	LA00638330	3922	A. M. Johnson																					LA202617	Common in patches.											1932-04-04							4 April 1932															United States		California	Los Angeles		Santa Monica Mountains; University of California, Los Angeles; Westwood. Faculty Hill.		160	183	525ft									34.073861	-118.454403	NAD 1927	500			11 365800E 3771300N																																			Taxonomic Update		2021-10-12	TJM2			204537								Lasthenia californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			Species							
3425154032																										5211400													2022-01-12 09:37:27			https://cch2.org/portal/collections/individual/index.php?occid=5211400															a70436a2-dfaa-482e-88e0-5193a66b0bfc		LA				PreservedSpecimen				f5113b36-cd3a-4f76-84b4-4ea34e84e8b9	LA00638329	176	O. H. Kappler																					LA88352	Common.											1941-03-30							30 March 1941	Grassy meadows														United States		California	Los Angeles		Santa Monica Mountains; West Fork Las Trancas (Rattlesnake) Canyon		366		1200ft									34.07923	-118.858714	NAD 1927	200			11 328500E 3772500N										USGS Topos																									Taxonomic Update		2021-10-12				204537								Lasthenia californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			Species							
3425153760																										5211396													2022-01-12 09:33:47			https://cch2.org/portal/collections/individual/index.php?occid=5211396															a70436a2-dfaa-482e-88e0-5193a66b0bfc		LA				PreservedSpecimen				016d6197-ee89-446d-a038-22c4ea790e28	LA00638331	13937	Peter H. Raven; Henry J. Thompson																					LA31652	Corollas golden yellow, common.											1959-04-03							3 April 1959	Covering rocky fields in open places.														United States		California	Ventura		Santa Monica Mountains; Thousand Oaks, along south side of Ventura Boulevard		283	287	930ft									34.151912	-118.822345	NAD 1927	200			11 332000E 3780500N																																			Taxonomic Update		2021-10-12				204537								Lasthenia californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			Species							
3425153755																										5211390													2021-12-15 23:27:14			https://cch2.org/portal/collections/individual/index.php?occid=5211390															a70436a2-dfaa-482e-88e0-5193a66b0bfc		LA				PreservedSpecimen				91175f11-36c4-4212-8294-a35326281644	LA00638332	3851	A.M. Johnson																					LA202613												1932-03-12							12 March 1932															United States		California	Los Angeles		Santa Monica Mountains; University of California, Los Angeles; Westwood. Faculty Hill.													34.073861	-118.454403	NAD 1927	500			11 365800E 3771300N																																			Taxonomic Update		2021-10-12	TJM2			204537								Lasthenia californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			Species							
3425153746																										5211389													2022-01-12 09:27:52			https://cch2.org/portal/collections/individual/index.php?occid=5211389															a70436a2-dfaa-482e-88e0-5193a66b0bfc		LA				PreservedSpecimen				0febe3a3-9048-41e4-b9c6-be5d9ea5f979	LA00638327	6932	Barry A. Prigge																				Calystegia macrostegia, Microseris heterocarpa, Silenegallica, Avena fatua, Lepidium nitidum, Daucus pusillus, Dichelostemma pulchella, Calochortus catalinae, Lasthenia californica, Linanthus dianthiflorus, etc.	LA103298	Common annual.; Flowers yellow.											1986-03-19							19 March 1986	Recently burned slopes														United States		California	Los Angeles		Santa Monica Mountains; 0.3 miles west of Mulholland Hwy on Pacific Coast Hwy		30		100ft									34.0333333	-118.95	NAD 1927	50			11 321000E 3768700N												copied from duplicate																													204537								Lasthenia californica							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Lasthenia	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			Species							
3415492551																										72171253										http://creativecommons.org/licenses/by-nc/4.0/			2021-11-09T19:29:43Z			https://www.inaturalist.org/observations/72171253					getfloweredup												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/72171253	72171253		getfloweredup									wild																								2021-03-26T15:42:41-07:00	22:42:41Z						Fri Mar 26 2021 15:42:41 GMT-0700 (PDT)																US	California				Boynton Ave, Oroville, CA, US												39.51571377	-121.5406363928	EPSG:4326	21617																																		161714449				getfloweredup		2021-03-27T15:35:15Z				50987								Lasthenia californica								Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia							species							
3415119422																										58C6B595024648AAAD895615D4D8B983																														53	114		LYJB	LYJB			PreservedSpecimen				58C6B595024648AAAD895615D4D8B983	LYJB030325																	Becker Jean-Philippe															5F416715ACE844288F709F9DFB7B208A																																																																																																		Lasthenia californica												Asteraceae		Lasthenia				californica					DC. ex Lindl.					
3413953314																										http://n2t.net/ark:/65665/3c7bd2b67-77c5-419e-bebe-9e013cc56003																												PhysicalObject		urn:lsid:biocol.org:col:15463	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8		US	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8	NMNH Extant Biology		PreservedSpecimen				http://n2t.net/ark:/65665/3c7bd2b67-77c5-419e-bebe-9e013cc56003	US 3753073	OR110-553	D. Kendig		1											PRESENT			15538014																			122	122	2013	5	2		Mounded vernal pools.									North America, United States, Oregon, Jackson	North America				United States		Oregon	Jackson		1 mi. past Antioch Rd on Modoc Rd past Rock Quarry on left.		410.0											42.5027	-122.868																																																						Lasthenia californica subsp. californica							Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae	Plantae		Dicotyledonae	Asterales	Asteraceae		Lasthenia				californica	californica		subspecies							
3413528236		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UTEP:Herb:20899?seid=5211537									en				2022-01-12 12:40:00.008582			http://arctos.database.museum/guid/UTEP:Herb:20899												PhysicalObject		UTEP	120		UTEP	Herb			PreservedSpecimen			height=0.1 m;verbatim collector=Partsch, M	http://arctos.database.museum/guid/UTEP:Herb:20899?seid=5211537	UTEP:Herb:20899	41	Collector(s): unknown		1							wild			accepted		whole organism							collector number=41		http://arctos.database.museum/guid/UTEP:Herb:20899				"[{""scientific_name"":""Lasthenia californica"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1977-04-20"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""unknown"",""concept_label"":null}]"						1977-04-20	1977-04-20		110	1977	04	20	20-Apr-77	on stabilized sand dune									North America, United States, California, San Luis Obispo County	North America				United States		California	San Luis Obispo County		6 miles NW of Le Roy Park, Nipomo Mesa	6 mi. NW Le Roy Park, Nipomo Msesa 100 Ft	30	30								Mingna Zhuang		35.0503990000	-120.5361790000	World Geodetic System 1984	736			35.050399/-120.536179			decimal degrees					Mingna Zhuang	2021-10-05 00:00:00	MaNIS georeferencing guidelines	GeoLocate																						A		unknown		1977-04-20		unknown	Former nature_of_id: legacy.									Lasthenia californica							Plantae, Tracheophyta, Magnoliopsida, Asterales, Asteraceae, Lasthenia,	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			species				ICBN			
3413522302		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UTEP:Herb:23097?seid=5211794									en				2022-01-12 08:00:00.009233			http://arctos.database.museum/guid/UTEP:Herb:23097												PhysicalObject		UTEP	120		UTEP	Herb			PreservedSpecimen				http://arctos.database.museum/guid/UTEP:Herb:23097?seid=5211794	UTEP:Herb:23097	134	Collector(s): Karen Kirtland		1							wild			accepted		whole organism							collector number=134		http://arctos.database.museum/guid/UTEP:Herb:23097				"[{""scientific_name"":""Lasthenia chrysostoma"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1981-04-16"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Karen Kirtland"",""concept_label"":null}]"						1981-04-16	1981-04-16		106	1981	04	16	16-Apr-81	in juniper savannah/coastal sage scrub mix						unclear where S entrance is; georeferenced S side of park			North America, United States, California, Riverside County	North America				United States		California	Riverside County		at S entrance to Harford Spring County Park	At S entrance to Hartford Spring County Park (T4S, R5W) ca. 2000 Ft	602	617								Mingna Zhuang	T4S, R5W, Gavilan Hills	33.8000710000	-117.3493990000	World Geodetic System 1984	437			33.800071/-117.349399			decimal degrees					Mingna Zhuang	2021-10-30 00:00:00	MaNIS georeferencing guidelines	GeoLocate																						A		Karen Kirtland		1981-04-16		unknown	Former nature_of_id: legacy.									Lasthenia chrysostoma							Asteraceae, Lasthenia,					Asteraceae		Lasthenia				chrysostoma			species				unknown			
3413518854		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UTEP:Herb:26061?seid=5215120									en				2022-01-13 21:00:00.010673			http://arctos.database.museum/guid/UTEP:Herb:26061												PhysicalObject		UTEP	120		UTEP	Herb			PreservedSpecimen				http://arctos.database.museum/guid/UTEP:Herb:26061?seid=5215120	UTEP:Herb:26061	DJK 11983	Collector(s): David J. Keil		1							wild			accepted		whole organism							collector number=DJK 11983		http://arctos.database.museum/guid/UTEP:Herb:26061				"[{""scientific_name"":""Lasthenia chrysostoma"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""1977-03-25"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""David J. Keil"",""concept_label"":null}]"						1977-03-25	1977-03-25		84	1977	03	25	25-Mar-77	juniper woodland, alluvial slopes									North America, United States, California, Ventura County	North America				United States		California	Ventura County		on California Highway 33, 12.4 miles SE of junction with California Highway 166, 6 miles NW of junction with Lockwood-Ozena Road above dry channel of Ceyama River	On ca. 33, 12.4 mi. SE Jct. ca. 166, 6 mi. NW Jct Lockwood-Ozena R above Dry channel of Ceyama R., ca. 3200 Ft.	968	983								Mingna Zhuang		34.7761320000	-119.4263050000	World Geodetic System 1984	172			34.776132/-119.426305			decimal degrees					Mingna Zhuang	2021-10-28 00:00:00	MaNIS georeferencing guidelines	GeoLocate																						A		David J. Keil		1977-03-25		features	Former nature_of_id: expert.									Lasthenia chrysostoma							Asteraceae, Lasthenia,					Asteraceae		Lasthenia				chrysostoma			species				unknown			
3413518771		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UTEP:Herb:36934?seid=5216316									en				2022-01-07 22:20:00.005915			http://arctos.database.museum/guid/UTEP:Herb:36934												PhysicalObject		UTEP	120		UTEP	Herb			PreservedSpecimen				http://arctos.database.museum/guid/UTEP:Herb:36934?seid=5216316	UTEP:Herb:36934	69	Collector(s): John Adams (Botany)		1							wild			accepted		whole organism							collector number=69		http://arctos.database.museum/guid/UTEP:Herb:36934				"[{""scientific_name"":""Lasthenia californica"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""unknown"",""concept_label"":null}]"						1965-03-18	1965-03-18		77	1965	03	18	18-Mar-65	on sandy soil in chaparral									North America, United States, California, Los Angeles County	North America				United States		California	Los Angeles County		Claremont, Pomona College Wash	Claremont, Pomona College Wash 1100 Ft	335	335								Mingna Zhuang		34.0972710000	-117.7091590000	World Geodetic System 1984	263			34.097271/-117.709159			decimal degrees					Mingna Zhuang	2021-06-25 00:00:00	MaNIS georeferencing guidelines	GeoLocate																						A		unknown				unknown	Former nature_of_id: legacy.									Lasthenia californica							Plantae, Tracheophyta, Magnoliopsida, Asterales, Asteraceae, Lasthenia,	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Lasthenia				californica			species				ICBN			
